2010-11-12 11:25:55,40.720790,-73.985461,Mmm Tom Hardy is a special, special man.
2010-11-12 15:25:53,40.720783,-73.985602,@edgarwright it says that entry at edgarwrighthere can not be found? And when is your next bbc 6 music show?
2010-11-12 15:37:14,40.720785,-73.985502,Someone explain to me why should/could of is said instead of should/could have. Because maybe if I understand it it'll stop pissing me off.
2010-11-12 15:46:04,40.720770,-73.985443,@drjavafox dude can you speak to the neighbors about the problem? They can spread to your place!
2010-11-12 15:46:57,40.720770,-73.985443,There are two people currently complaining of mice problems on my twitline. I say they're better than roaches. By far.
2010-11-12 15:50:59,40.720777,-73.985484,@hm_pufnstuf you have barely tweeted tho!
2010-11-12 15:54:25,40.720782,-73.985496,@1000_words BUT IT MAKES NO SENSE
2010-11-12 16:02:27,40.720779,-73.985671,@hm_pufnstuf yay very good!
2010-11-12 16:05:00,40.720793,-73.985573,watching @katewalsh on HSN promoting her new fragrance @boyfriend. she is the best looking woman I have ever seen. stunning, flawless, etc.
2010-11-12 16:10:32,40.720782,-73.985496,I want coffee, earl grey tea, and chai. All right this instant.
2010-11-12 16:11:13,40.720782,-73.985496,@hm_pufnstuf how early? #stalktweet
2010-11-12 16:17:50,40.720783,-73.985623,@1000_words get wine
2010-11-12 16:24:08,40.720797,-73.985436,@1000_words I'm not eveb sure I like Indian!
2010-11-12 16:46:25,40.719800,-73.987000,I'm at Sugar Sweet Sunshine (126 Rivington St, btw Essex & Norfolk, New York). http://4sq.com/13W3SP
2010-11-12 16:48:00,40.719730,-73.987209,Damn I thought I was special RT @Pdflips My mom was drunk last night calling everyone @ 1am to watch a 78 year old Tina Turner performing
2010-11-12 17:09:25,40.719763,-73.987152,Is it too early for Mexican? Oh it's 4pm.
2010-11-12 17:21:53,40.719836,-73.987353,@1000_words yeah, I remember. I have only had Indian food I really liked once at a shitty dive place but you know, I like everything.
2010-11-12 17:22:22,40.719836,-73.987353,@1000_words when I say I don't like Indian or Italian it just means I like Mexican better
2010-11-12 17:24:04,40.719904,-73.987190,Enchiladaaaas (@ Festival Mexicano Restaurant) http://4sq.com/51W7gH
2010-11-12 17:41:42,40.719866,-73.987356,The green tomatillo sauce is red and when I asked for hot sauce they handed me a bottle instead of home made. Points lost.
2010-11-12 17:42:30,40.719850,-73.987387,@drjavafox dude rats don't breed and live indoors, it's not their habitat! Don't worry!
2010-11-12 17:43:23,40.719866,-73.987356,@drjavafox true. that land's infestation did start the Plague.
2010-11-12 17:48:57,40.719839,-73.987378,@drjavafox hahaha!
2010-11-12 19:46:25,40.720735,-73.985416,@ironicrequiem YOU NEED TO READ TWITTER MORE! I am always bored and doing shit alone, come join me
2010-11-12 20:35:11,40.720027,-73.983851,Stop playing KOL (@ East Village Wine & Liquors) http://4sq.com/9ZclSA
