2010-06-24 16:13:59,40.761239,-73.973120,dudes have crazy teamwork. (@ Starbucks Coffee w/ 2 others) http://4sq.com/69nXfF
2010-06-24 18:01:54,40.761864,-73.966344,one of the worst places on earth. (@ Bloomingdale's 59th Street w/ 2 others) http://4sq.com/1kdWuW
2010-06-24 18:48:31,40.762880,-73.976459,need drink. (@ Judge Roy Bean) http://4sq.com/6WauXp
2010-06-24 20:52:18,40.756895,-73.989746,I'm at Shnipper's. http://4sq.com/bi7Rxi
2010-06-25 06:55:10,40.828099,-73.972551,I'm at Dunkin Donuts - River Rd (955 River Rd, bet Hudson & Dempsey, Edgewater). http://4sq.com/byNinO
2010-06-25 07:51:23,40.823741,-73.948126,friday! (@ Hawthorne Country Day School (manhattan Annex)) http://4sq.com/cIQTR5
2010-06-25 14:56:07,40.757384,-73.989980,line is pretty ridiculous right now. (@ Port Authority Bus Terminal w/ 4 others) http://4sq.com/2iBXsT
2010-06-25 16:16:24,40.814923,-73.982830,drink with richard, waiting on mel. (@ Edgewater Wine & Spirits Hookah Lounge) http://4sq.com/90grqU
2010-06-25 18:44:12,40.813654,-73.984455,I'm at Barnes & Noble - Edgewater Commons (465 River Road, Edgewater). http://4sq.com/6hhP9t
2010-06-26 18:42:46,40.762536,-73.971810,I'm at Armani Collezioni (601 madison avenue, Between 57th and 58th, New york). http://4sq.com/cqwV8Z
2010-06-26 19:42:05,40.719500,-73.988100,white people make me feel safe. (@ Boss Tweeds w/ 3 others) http://4sq.com/2rWzPV
2010-06-28 07:47:18,40.823741,-73.948126,it's hot out. (@ Hawthorne Country Day School (manhattan Annex)) http://4sq.com/cIQTR5
2010-06-29 09:19:41,40.823741,-73.948126,field day. (@ Hawthorne Country Day School (manhattan Annex) w/  @tom_tomorrow) http://4sq.com/cIQTR5
2010-06-30 22:06:07,40.834230,-73.944121,@timjav they should integrate that into psn a la xbl.
2010-07-01 07:56:02,40.834230,-73.944121,@NJCaMz coffee is the best drug ever.
2010-07-01 10:03:17,40.827137,-73.954338,let's play a game of find that dog!  http://yfrog.com/4vq6aj
2010-07-01 19:55:07,40.834256,-73.944182,check out my friend @evanmarkert on the Sports Are Involved podcast at http://www.sportsareinvolved.com/. #evanforpresident
2010-07-01 20:01:56,40.827236,-73.954179,thanks, @flyingdog!  http://yfrog.com/9f3ymmj
2010-07-02 11:22:00,40.872257,-73.980454,@jesusdiaz so are you getting the 4 or sticking with the 3GS?
