2010-05-31 11:56:38,40.841205,-74.102194,last minute changes (@ Super Stop & Shop #831) http://4sq.com/cvSOHe
2010-05-31 12:32:56,40.837341,-74.113285,Time to start cooking (@ There's No Place Like Home) http://4sq.com/920u1C
2010-05-31 21:38:41,40.841205,-74.102194,Last minute water and soda run (@ Super Stop & Shop #831) http://4sq.com/cvSOHe
2010-06-01 09:12:19,40.836317,-74.114231,My friend's gettin breakfast (@ Rutherford Bagels & Deli) http://4sq.com/cExsAg
2010-06-01 09:22:52,40.850524,-74.097108,Just got my check now I'm going to cash it. (@ Work) http://4sq.com/cbCx4Z
2010-06-01 09:26:52,40.840934,-74.101664,Money money money money MONEY (@ Bank of America) http://4sq.com/bwqii5
2010-06-01 09:37:46,40.850524,-74.097108,And back to work (@ Work) http://4sq.com/cbCx4Z
2010-06-01 20:10:56,40.837341,-74.113285,Getting my music and going to work (@ There's No Place Like Home) http://4sq.com/920u1C
2010-06-01 20:22:43,40.810466,-74.097128,I'm on my way nyc (@ Hwy 3) http://4sq.com/d6gjVO
2010-06-01 20:37:56,40.768102,-74.022295,I'm at Lincoln Tunnel Helix (Weehawken) w/ 3 others. http://4sq.com/d2oBs2
2010-06-01 20:42:14,40.757384,-73.989980,now for a cab (@ Port Authority Bus Terminal w/ 12 others) http://4sq.com/2iBXsT
2010-06-02 01:20:22,40.764432,-73.988832,Working (@ Posh w/ 2 others) http://4sq.com/778LEo
2010-06-02 05:45:32,40.757384,-73.989980,Going home (@ NJ Transit Bus 190) http://4sq.com/567SnV
2010-06-02 05:48:41,40.768102,-74.022295,going home (@ Lincoln Tunnel Helix) http://4sq.com/d2oBs2
2010-06-02 06:22:34,40.836317,-74.114231,Yum (@ Rutherford Bagels & Deli) http://4sq.com/cExsAg
2010-06-02 06:26:11,40.837341,-74.113285,Sleep till later (@ There's No Place Like Home) http://4sq.com/920u1C
2010-06-02 13:58:06,40.850524,-74.097108,here for a couple of hours then off to nyc to dj bamboo 52 (@ Work) http://4sq.com/cbCx4Z
2010-06-02 16:45:10,40.810466,-74.097128,It feels like I just left the city (@ Hwy 3) http://4sq.com/d6gjVO
2010-06-02 17:13:14,40.760166,-74.003146,Ugh traffic (@ Lincoln Tunnel) http://4sq.com/310F9A
2010-06-02 17:58:29,40.764000,-73.986800,Here we go (@ Bamboo 52) http://4sq.com/6eDHmT
2010-06-03 01:54:59,40.757384,-73.989980,Waiting for a bus (@ Port Authority Bus Terminal) http://4sq.com/2iBXsT
2010-06-03 02:01:49,40.757384,-73.989980,I'm at NJ Transit Bus 190 (Port Authority Bus Terminal, New York). http://4sq.com/567SnV
2010-06-03 02:06:15,40.762764,-74.023175,I'm at Lincoln Tunnel Helix (Weehawken). http://4sq.com/d2oBs2
2010-06-03 02:21:08,40.810466,-74.097128,I'm at Hwy 3 (Rutherford). http://4sq.com/d6gjVO
2010-06-03 02:33:31,40.837341,-74.113285,Eat a lil, sleep a lil. (@ There's No Place Like Home) http://4sq.com/920u1C
2010-06-03 09:54:35,40.836317,-74.114231,Late (@ Rutherford Bagels & Deli) http://4sq.com/cExsAg
2010-06-03 10:07:26,40.837341,-74.113285,Now to gran my stuff and go to work (@ There's No Place Like Home) http://4sq.com/920u1C
2010-06-03 10:13:44,40.850524,-74.097108,A few hours of this then off to nyc (@ Work) http://4sq.com/cbCx4Z
2010-06-03 18:07:36,40.844061,-74.107064,I just became the mayor of Radio shack on @foursquare! http://4sq.com/9qYyOW
2010-06-03 18:07:36,40.844061,-74.107064,Getting equipment for work (@ Radio shack) http://4sq.com/9qYyOW
2010-06-03 18:13:38,40.842784,-74.105038,Getting liquor:-) No I don't have a problem! (@ Metro Liquors) http://4sq.com/dsrMCB
2010-06-03 19:29:40,40.837341,-74.113285,What to eat? Sausage or shrimp pate'? (@ There's No Place Like Home) http://4sq.com/920u1C
2010-06-03 20:54:27,40.810466,-74.097128,Nyc here I come (@ Hwy 3) http://4sq.com/d6gjVO
2010-06-03 21:12:56,40.762764,-74.023175,I'm at Lincoln Tunnel Helix (Weehawken) w/ 2 others. http://4sq.com/d2oBs2
